Title,year,Bechdel Score,dubious,imdbID,year submitted
Samurai Cop,1991,1,0.0,130236,2020
Samurai Warrior Queens,2015,3,1.0,4794188,2021
San Andreas,2015,3,0.0,2126355,2015
San Francisco,1936,1,0.0,28216,2010
Sand Castle,2017,0,0.0,2582576,2017
Sandow No. 2,1894,0,0.0,2161519,2021
Sandow No. 3,1894,0,0.0,2161521,2021
Sandow,1896,0,0.0,1428455,2021
Sangue do Meu Sangue,2011,3,0.0,1625155,2020
Sanjuro,1963,3,1.0,56443,2015
Sans toi ni loi (Vagabond),1985,3,0.0,89960,2010
Santa Clause is Comin&#39; to Town,1970,1,0.0,66327,2010
Santa Fe Trail,1940,1,0.0,33021,2011
Santa who?,2000,1,0.0,251382,2015
Santa&#39;s Slay,2005,3,1.0,393685,2022
Santana,2020,1,0.0,11769162,2020
Sarafina!,1992,3,0.0,105316,2011
Saraswathi Sabatham,1966,2,0.0,246913,2021
Sasha,2010,1,0.0,1667691,2018
Sassy Pants,2012,3,0.0,1822302,2013
Satanic Panic,2019,3,0.0,8510350,2019
Satantango,1994,2,0.0,111341,2022
Satisfaction,1988,3,0.0,96037,2011
Saturday Night Fever,1977,1,1.0,76666,2010
Sauna,2008,1,0.0,1124394,2010
Sausage Party,2016,3,0.0,1700841,2016
Savage Beach,1989,3,0.0,98257,2020
Savages,2012,3,0.0,1615065,2012
Save Yourselves!,2020,3,1.0,7873348,2022
Save the Cinema,2022,3,0.0,12048234,2022
Save the Date,2012,2,1.0,1965065,2014
Save the Last Dance,2001,3,0.0,206275,2013
Saved!,2004,3,0.0,332375,2010
Saving Face,2004,3,0.0,384504,2011
Saving Face,2011,3,0.0,2140371,2012
Saving Grace,2000,3,0.0,195234,2012
Saving Mr. Banks,2013,3,0.0,2140373,2013
Saving Private Ryan,1998,0,0.0,120815,2010
Saw II,2005,3,1.0,432348,2010
Saw III,2006,3,0.0,489270,2015
Saw IV,2007,3,0.0,890870,2015
Saw V,2008,3,0.0,1132626,2020
Saw,2004,2,0.0,387564,2010
Say Anything...,1989,2,0.0,98258,2013
Say My Name,2018,3,1.0,7250378,2019
Say Uncle,2005,2,0.0,401385,2018
Say Yes Quickly,2004,3,0.0,367462,2010
Sayonara,1957,2,0.0,50933,2011
Sbatti il mostro in prima pagina,1972,1,0.0,70641,2015
Scandal,1950,3,0.0,42958,2016
Scanners,1981,1,0.0,81455,2020
Scare Me,2020,1,0.0,10126434,2020
Scarface,1932,1,0.0,23427,2015
Scarface,1983,1,0.0,86250,2014
Scarlet Street,1945,3,0.0,38057,2014
Scars of Dracula,1970,1,0.0,67713,2013
Scary Godmother: Halloween Spooktakular,2003,3,0.0,330859,2012
Scary Movie 2,2001,3,0.0,257106,2015
Scary Movie 4,2006,3,0.0,362120,2017
Scary Movie,2000,3,0.0,175142,2014
Scary Stories to Tell in the Dark,2019,3,0.0,3387520,2019
Scent of a Woman,1992,1,0.0,105323,2012
Scheherazade Tell Me a Story,2009,3,0.0,1473149,2010
Schindler&#39;s List,1993,3,0.0,108052,2010
Schneider vs. Bax,2015,2,0.0,3430416,2015
School for Scoundrels,1960,1,0.0,54279,2018
Schtonk,1992,3,0.0,105328,2021
Scoob,2020,3,0.0,3152592,2020
Scooby Doo 2: Monsters Unleashed,2004,3,0.0,331632,2012
Scooby-Doo and the Ghoul School,1988,3,0.0,189071,2012
Scooby-Doo on Zombie Island,1998,3,0.0,166792,2012
Scooby-Doo! Camp Scare,2010,3,0.0,1731767,2017
Scooby-Doo! and The Witch&#146;s Ghost,1999,3,0.0,196931,2022
Scooby-Doo,2002,3,0.0,267913,2012
Score: A Hockey Musical,2010,2,0.0,1592876,2010
Scott Pilgrim vs. the World,2010,3,0.0,446029,2010
Scott and Bailey,2011,3,1.0,1843678,2016
Scouts Guide to the Zombie Apocalypse,2015,1,0.0,1727776,2018
Scream 2,1997,3,0.0,120082,2013
Scream 3,2000,3,0.0,134084,2013
Scream 4,2011,3,0.0,1262416,2011
Scream,1996,3,0.0,117571,2010
Scream,2022,3,0.0,11245972,2022
Screwed in Tallinn,1999,3,0.0,311926,2017
Scrooged,1988,3,0.0,96061,2013
Scum,1979,0,0.0,79871,2020
Se upp f&ouml;r d&aring;rarna,2007,3,0.0,959342,2013
Se7en,1995,1,0.0,114369,2008
Seagull,2017,3,0.0,5997830,2017
Seal Team,2021,3,0.0,8456190,2022
Search Party,2014,2,0.0,2758904,2017
Search for Beauty,1934,3,0.0,25755,2014
Searching for Bobby Fischer,1993,0,0.0,108065,2012
Searching,2018,1,0.0,7668870,2018
Sebastiane,1976,1,0.0,75177,2012
Seberg,2019,3,0.0,1780967,2020
Second Act,2018,1,0.0,2126357,2019
Second in Command,2006,0,0.0,458471,2021
Secondhand Lions,2003,1,0.0,327137,2011
Secret Agent Dingledorf and His Trusty Dog Splat,2021,1,0.0,10355058,2021
Secret Agent,1936,3,0.0,28231,2016
Secret Obsession,2019,1,0.0,9419834,2020
Secret Places,1984,3,0.0,88075,2014
Secret Superstar,2017,3,0.0,6108090,2019
Secret Window,2004,1,0.0,363988,2013
Secretariat,2010,3,0.0,1028576,2010
Secretary,2002,3,0.0,274812,2010
Secrets &amp; Lies,1996,3,0.0,117589,2010
Secuestrados,2010,3,0.0,1629377,2016
Seduced and abandoned,1964,3,0.0,58564,2017
See How They Fall,1994,1,0.0,110958,2015
See You Yesterday,2019,3,0.0,8743064,2019
Seeking a Friend for the End of the World,2012,1,0.0,1307068,2012
Selena,1997,3,0.0,120094,2012
Self/less,2015,1,0.0,2140379,2015
Selma,2014,3,0.0,1020072,2014
Senior Year,2022,3,0.0,5315212,2022
Senna,2010,1,0.0,1424432,2011
Senses 1&amp;2,2018,3,0.0,10174382,2020
Sensitivity Training,2016,3,0.0,5697078,2018
Senso,1954,1,0.0,47469,2022
Sentinelle,2021,3,0.0,11734264,2021
Seoulyeok [Seoul Station],2016,0,0.0,3845670,2019
Separate Lies,2005,1,0.0,369053,2013
Separate Tables,1958,3,0.0,52182,2013
September,1987,3,0.0,93940,2010
Septembers of Shiraz,2015,3,1.0,3661298,2015
Serendipity,2001,3,0.0,240890,2014
Serenity,2019,1,0.0,6476140,2019
Serial Mom,1994,3,0.0,111127,2015
Serious Moonlight,2009,2,0.0,1133993,2010
Serpico,1973,1,0.0,70666,2011
Serving in Silence,1995,3,0.0,114395,2012
Set It Off,1996,3,0.0,117603,2011
Set It Up,2018,3,0.0,5304992,2018
Seven Brides for Seven Brothers,1954,3,0.0,47472,2010
Seven Chances,1925,0,1.0,16332,2012
Seven Pounds,2008,3,0.0,814314,2011
Seven Psychopaths,2012,1,0.0,1931533,2012
Seven Years in Tibet,1997,1,0.0,120102,2017
Seventh Moon,2008,0,0.0,1052040,2013
Seventh Son,2014,3,0.0,1121096,2015
Sex Ed,2014,3,1.0,2751310,2020
Sex and the City,2008,3,0.0,1000774,2010
Sex and the city 2,2010,3,0.0,1261945,2010
Sexy Beast,2000,2,1.0,203119,2010
Sgt. Stubby: An American Hero,2018,0,0.0,5314190,2019
Shadow Dancer,2012,3,0.0,1770734,2014
Shadow in the Cloud,2020,0,0.0,9691136,2021
Shadow of a Doubt,1943,3,0.0,36342,2013
Shaft,1971,1,0.0,67741,2011
Shag,1989,3,0.0,98300,2013
Shakes the Clown,1991,3,0.0,102898,2010
Shakespeare in Love,1998,3,0.0,138097,2011
Shalako,1968,3,0.0,63592,2022
Shall We Dance,1937,1,0.0,29546,2009
Shallow Hal,2001,3,0.0,256380,2013
Shame,2011,1,0.0,1723811,2012
Shane,1953,1,0.0,46303,2012
Shang-Chi and the legend of the ten rings,2021,3,1.0,9376612,2021
Shanghai Express,1932,3,0.0,23458,2014
Shaolin Soccer,2001,0,0.0,286112,2012
Shark Tale,2004,1,0.0,307453,2013
Sharknado 2: The Second One,2014,3,0.0,3062074,2017
Sharknado 3: Oh Hell No!,2015,3,0.0,3899796,2018
Sharknado 4: The 4th Awakens,2016,3,1.0,4831420,2021
Sharknado 5: Global Swarming,2017,3,0.0,6298780,2018
Sharknado,2013,3,1.0,2724064,2013
Shattered Glass,2003,2,0.0,323944,2011
Shaun of the Dead,2004,3,0.0,365748,2010
Shaun the Sheep Movie,2015,0,0.0,2872750,2015
Shazam!,2019,3,0.0,448115,2019
She Done Him Wrong,1933,2,0.0,24548,2023
She Hate Me,2004,2,0.0,384533,2014
She Made Them Do It,2013,1,0.0,2336846,2017
She Monkeys,2011,3,0.0,1827358,2011
She&#39;s All That,1999,3,0.0,160862,2014
She&#39;s Funny That Way,2014,3,0.0,1767372,2015
She&#39;s Gotta Have It,1986,3,0.0,91939,2020
She&#39;s a Boy I Knew,2007,3,0.0,1095496,2013
She&#39;s the Man,2006,3,0.0,454945,2009
She,1984,1,0.0,90009,2021
She-Devil,1989,3,0.0,98309,2011
She-Ra and the Princesses of Power,2018,3,0.0,7745956,2021
She-Wolf of London,1946,3,0.0,38934,2022
Sheherazade,2018,3,1.0,8459250,2018
Shelter,2007,1,0.0,942384,2011
Shelter,2010,3,0.0,1179069,2010
Shelter,2012,3,0.0,2254131,2013
Shelter,2017,3,0.0,6249434,2019
Sherlock Gnomes,2018,3,1.0,2296777,2022
Sherlock Holmes Baffled,1900,0,0.0,291476,2010
Sherlock Holmes and the Secret Weapon,1942,1,0.0,35317,2014
Sherlock Holmes,2009,1,0.0,988045,2010
Sherlock Holmes: A Game of Shadows,2011,1,0.0,1515091,2011
Sherlock Jr.,1924,0,0.0,15324,2011
Sherrybaby,2006,3,1.0,423169,2013
Shichinin no samurai,1954,0,0.0,47478,2012
Shimotsuma monogatari (Kamikaze Girls),2004,3,0.0,416220,2010
Shin Godzilla,2016,1,0.0,4262980,2016
Shirley Valentine,1989,3,0.0,98319,2010
Shirley,2020,3,0.0,8430598,2020
Shisha no teikoku (Empire of Corpses),2015,1,0.0,4235644,2018
Shock Corridor,1963,0,0.0,57495,2011
Shock Treatment,1981,3,0.0,83067,2017
Shojo kakumei Utena: Adolescence mokushiroku,1999,3,0.0,243558,2013
Shoot the Piano Player,1960,2,0.0,54389,2018
Shooter,2007,1,0.0,822854,2010
Shopgirl,2005,2,0.0,338427,2011
Shoplifters,2018,3,0.0,8075192,2019
Short Circuit,1986,3,0.0,91949,2008
Short Cuts,1993,3,0.0,108122,2014
Short Term 12,2013,3,0.0,2370248,2013
Shortbus,2006,3,0.0,367027,2010
Shotgun Stories,2007,3,0.0,952682,2016
Show Boat,1951,3,0.0,44030,2012
Show Me Love,1998,3,0.0,150662,2010
Showdown in Little Tokyo,1991,3,1.0,102915,2021
Showgirls,1995,3,0.0,114436,2009
Shrek Forever After,2010,1,0.0,892791,2010
Shrek the Third,2007,3,0.0,413267,2008
Shrooms,2007,3,0.0,492486,2014
Shut em up,2007,1,0.0,465602,2014
Shutter Island,2010,1,0.0,1130884,2010
Shutter,2004,1,0.0,440803,2014
Sicario,2015,0,0.0,3397884,2015
Side Effects,2013,3,0.0,2053463,2013
Sideline Secrets,2006,3,1.0,413268,2019
Sidewalk Stories,1989,2,1.0,98325,2022
Sideways,2004,3,0.0,375063,2011
Sierra Burgess Is a Loser,2018,3,0.0,3120280,2018
Sightseers,2012,3,0.0,2023690,2013
Signature Move,2017,3,0.0,5328952,2019
Signs,2002,1,0.0,286106,2014
Silence,2012,1,0.0,2275949,2016
Silence,2016,0,0.0,490215,2017
Silenced,2011,1,0.0,2070649,2022
Silent Hill,2006,3,0.0,384537,2010
Silent Hill: Revelation 3D,2012,3,0.0,938330,2012
Silent House,2011,3,0.0,1767382,2014
Silent Movie,1976,1,0.0,75222,2011
Silkwood,1983,3,0.0,86312,2009
Silver Linings Playbook,2012,3,0.0,1045658,2013
Silver Skates,2020,2,0.0,10525672,2022
Silver Streak,1976,1,0.0,75223,2014
Simmba,2018,1,0.0,7212726,2020
Simple Simon,2010,1,0.0,1686313,2011
Sin City,2005,3,0.0,401792,2008
Sin City: A Dame to Kill For,2014,1,0.0,458481,2014
Sinbad: Legend of the Seven Seas,2003,2,0.0,165982,2010
Since You Went Away,1944,3,0.0,37280,2012
Sindhu Bhairavi,1985,2,0.0,155180,2021
Sing 2,2021,1,0.0,6467266,2022
Sing Street,2016,1,0.0,3544112,2016
Sing,2016,3,1.0,3470600,2016
Singham,2011,2,0.0,1948150,2013
Singin&#39; in the Rain,1952,3,0.0,45152,2009
Single All The Way,2021,3,0.0,14315756,2021
Single White Female 2: The Psycho,2005,3,0.0,448120,2013
Single White Female,1992,3,0.0,105414,2011
Singles,1992,2,0.0,105415,2015
Singwa hamgge,2017,1,0.0,7160070,2018
Sinister,2012,2,0.0,1922777,2012
Sirens,1994,3,0.0,111201,2018
Sissi - The Young Empress,1956,3,1.0,49762,2019
Sister Act 2: Back in the Habit,1993,3,0.0,108147,2010
Sister Act,1992,3,0.0,105417,2010
Sister Aimee,2019,3,0.0,8456696,2022
Sister Mary Explains it All,2001,3,0.0,250739,2014
Sister My Sister,1994,3,0.0,111205,2013
Sisters in Law,2005,3,0.0,474361,2011
Sisters,1972,3,0.0,70698,2021
Sisters,2015,3,0.0,1850457,2015
Sita Sings the Blues,2008,1,0.0,1172203,2012
Six Days Seven Nights,1998,1,0.0,120828,2010
Six Degrees of Separation,1993,3,0.0,108149,2019
Six Pack,1982,2,0.0,84690,2022
Sixteen Candles,1984,3,0.0,88128,2010
Skate Kitchen,2018,3,0.0,7545566,2019
Skeleton Man,2004,3,0.0,372832,2021
Skeletons,2010,3,0.0,1425933,2010
Skin,2008,3,0.0,964586,2015
Skinwalker Ranch,2013,0,0.0,2881698,2013
Skippy,1931,3,1.0,22397,2020
Sky Captain and the World of Tomorrow,2004,3,0.0,346156,2010
Sky High,2005,3,0.0,405325,2010
Skyfall,2012,3,1.0,1074638,2012
Skyline,2010,3,1.0,1564585,2010
Slacker,1991,3,0.0,102943,2010
Slap Shot,1977,3,0.0,76723,2020
Slave Girls from Beyond Infinity,1987,3,0.0,93991,2022
Slaxx,2020,3,0.0,9741310,2021
Sleep Dealer,2008,0,0.0,804529,2016
Sleeper,1973,1,0.0,70707,2011
Sleepers,1996,1,0.0,117665,2016
Sleeping Beauty,1959,3,0.0,53285,2009
Sleeping Beauty,1959,3,0.0,53285,2020
Sleeping Beauty,2011,3,0.0,1588398,2013
Sleeping Sickness (Schlafkrankheit),2011,1,0.0,1822304,2011
Sleeping with Other People,2015,3,0.0,3165612,2017
Sleeping with the Fishes,2013,3,0.0,2286988,2020
Sleepless Night,2011,1,0.0,1683921,2012
Sleepless in Seattle,1993,2,0.0,108160,2009
Sleepover,2004,3,1.0,368975,2017
Sleepwalk With Me,2012,2,0.0,2077851,2012
Slender Man,2018,3,0.0,5690360,2018
Sleuth,1972,0,0.0,69281,2014
Sliding Doors,1998,3,0.0,120148,2013
Slither,2006,3,0.0,439815,2010
Sliver,1993,3,0.0,108162,2015
Slow Learners,2015,3,0.0,2537390,2016
Slow West,2015,0,0.0,3205376,2015
Sluga naroda 2,2016,1,0.0,6818880,2021
Slums of Beverly Hills,1998,3,0.0,120831,2011
Sluzhebnyy roman,1977,3,0.0,76727,2010
Small Change,1976,3,0.0,74152,2013
Small Soldiers,1998,1,0.0,122718,2011
Small Town Murder Songs,2010,3,1.0,1429392,2011
Smallfoot,2018,3,0.0,6182908,2018
Smart House,1999,3,0.0,192618,2020
Smashed,2012,3,0.0,2063781,2012
Smashing Time,1967,3,0.0,62281,2014
Smile,2022,3,0.0,15474916,2022
Smiley Face,2007,3,0.0,780608,2014
Smiley,2012,3,0.0,2025667,2012
Smilla&#39;s Sense of Snow,1997,3,0.0,120152,2013
Smithereens,1982,3,0.0,84698,2011
Smoke Signals,1998,3,0.0,120321,2012
Smokin&#39; Aces,2006,3,1.0,475394,2010
Smultronst&auml;llet (Wild Strawberries),1957,2,0.0,50986,2011
Snabba cash,2010,1,0.0,1291652,2015
Snackbar,2012,1,0.0,2185503,2012
Snake Eyes,1998,1,0.0,120832,2016
Snakes on a Plane,2006,3,0.0,417148,2011
Snapshots,2018,3,0.0,5322168,2020
Snatch.,2000,0,0.0,208092,2010
Snatched,2017,3,0.0,2334871,2017
Sneakers,1992,1,0.0,105435,2014
Snow Dogs,2002,1,0.0,281373,2010
Snow Flower and the Secret Fan,2011,3,0.0,1541995,2012
Snow Queen,2012,3,0.0,2243621,2014
Snow White and the Huntsman,2012,3,0.0,1735898,2012
Snow White and the Seven Dwarfs,1937,3,1.0,29583,2011
Snow White and the Three Stooges,1961,3,0.0,55458,2014
Snow White,1916,3,0.0,7361,2016
Snow White,2012,3,0.0,1854513,2016
Snow White: A Tale of Terror,1997,3,0.0,119227,2013
Snow cake,2006,3,0.0,448124,2013
Snowden,2016,1,0.0,3774114,2016
Snowpiercer,2013,3,1.0,1706620,2014
So I Married an Axe Murderer,1993,3,1.0,108174,2022
So Proudly We Hail!,1943,3,0.0,36367,2015
So Undercover,2012,3,0.0,1766094,2019
So&#39;s Your Old Man,1926,3,0.0,17410,2012
Soapdish,1991,3,0.0,102951,2015
Solaris,2002,1,0.0,307479,2013
Soldaat van Oranje,1977,1,0.0,76734,2010
Soldier&#39;s Girl,2003,3,0.0,324013,2016
Solo Quiero Caminar,2008,3,0.0,1078600,2017
Solo: A Star Wars Story,2018,2,0.0,3778644,2018
Solomon Kane,2009,3,0.0,970452,2015
Solyaris,1972,1,0.0,69293,2010
Some Came Running,1958,2,0.0,52218,2022
Some Girl(s),2013,1,0.0,2201221,2014
Some Like It Hot,1959,3,0.0,53291,2011
Some Voices,2000,2,1.0,218616,2016
Someone Great,2019,3,0.0,8075260,2019
Someone Like You...,2001,3,0.0,244970,2011
Someone Marry Barry,2014,2,0.0,1978532,2015
Someone&#39;s Watching Me,1978,3,0.0,78295,2022
Somers Town,2008,1,0.0,1172206,2021
Something Between Us,2000,3,0.0,286137,2013
Something&#39;s Gotta Give,2003,3,1.0,337741,2011
Somewhere in Time,1980,2,0.0,81534,2013
Somewhere,2010,3,1.0,1421051,2011
Sommarnattens leende (Smiles of a Summer Night),1955,2,0.0,48641,2010
Son of Batman,2014,2,0.0,3139072,2016
Son of Fury: The Story of Benjamin Blake,1942,1,0.0,35360,2010
Son of Godzilla,1967,0,0.0,61856,2015
Son of the Mask,2005,1,0.0,362165,2013
Sonatine,1993,0,0.0,108188,2011
Song of the Sea,2014,3,0.0,1865505,2015
Song of the South,1946,2,0.0,38969,2014
Songcatcher,2000,3,0.0,210299,2011
Soni,2019,3,0.0,6078866,2019
Sonic the Hedgehog 2,2022,3,0.0,12412888,2022
Sonic the Hedgehog,2020,3,0.0,3794354,2020
Sonic the Hedgehog: The Movie,1996,0,0.0,237765,2018
Sonnenallee,1999,1,0.0,177242,2010
Sons of the Desert,1933,3,0.0,24601,2023
Sophie Scholl - Die letzten Tage,2005,3,0.0,426578,2010
Sophie&#39;s Choice,1982,3,1.0,84707,2010
Sora no Otoshimono Final: Eternal My Master,2014,1,0.0,3438514,2017
Sorceress,1982,3,0.0,86340,2021
Sordid Lives,2000,3,0.0,204640,2013
Sorority Girl,1957,3,0.0,50998,2013
Sorority Row,2009,3,1.0,1232783,2015
Sorry We Missed You,2019,3,0.0,8359816,2020
Sorry to Bother You,2018,1,0.0,5688932,2018
Soul Food,1997,3,0.0,120169,2014
Soul Kitchen,2009,1,0.0,1244668,2010
Soul Plane,2004,3,0.0,367085,2020
Soul Surfer,2011,3,0.0,1596346,2011
Soul,2020,3,0.0,2948372,2021
Sound of Metal,2019,1,0.0,5363618,2021
Sound of My Voice,2011,3,0.0,1748207,2012
Sound of Noise,2010,0,0.0,1278449,2016
Source Code,2011,1,0.0,945513,2011
South Pacific,1958,3,1.0,52225,2013
South Park: Bigger Longer &amp; Uncut,1999,3,1.0,158983,2011
Southern Comfort,1981,0,0.0,83111,2010
Southland Tales,2006,3,0.0,405336,2011
Southpaw,2015,2,0.0,1798684,2015
Southside with You,2016,2,0.0,4258698,2016
Soylent Green,1973,1,0.0,70723,2011
Spa Night,2016,3,0.0,5254640,2017
Space Cowboys,2000,2,0.0,186566,2016
Space Dogs,2010,3,0.0,1272051,2012
Space Jam,1996,1,0.0,117705,2009
Space Jam: A New Legacy,2021,3,0.0,3554046,2021
Space Zombie Bingo!!!,1993,0,0.0,314713,2021
SpaceCamp,1986,3,0.0,91993,2011
Spaceballs,1987,3,1.0,94012,2010
Spacked out,2000,1,0.0,282753,2014
Spanglish,2004,3,0.0,371246,2010
Sparkle,1976,3,0.0,75249,2011
Sparkle,2012,3,0.0,1876451,2012
Sparrow,2008,0,0.0,491044,2016
Spartacus,1960,2,0.0,54331,2010
Spawn,1997,3,0.0,120177,2012
Speak,2004,3,0.0,378793,2010
Species II,1998,3,0.0,120841,2013
Species,1995,3,1.0,114508,2013
Spectre,2015,1,0.0,2379713,2015
Speed,1994,3,0.0,111257,2009
Speedy,1928,0,0.0,19412,2011
Spellbound,1945,3,0.0,38109,2013
Spencer,2021,3,0.0,12536294,2022
Sphere,1998,1,0.0,120184,2009
Spice World,1997,3,0.0,120185,2010
Spidarlings,2016,3,0.0,2262129,2017
Spider,2002,2,0.0,278731,2016
Spider-Man 2,2004,1,0.0,316654,2010
Spider-Man 3,2007,2,0.0,413300,2014
Spider-Man : Into the Spider-Verse,2018,1,0.0,4633694,2018
Spider-Man,2002,1,0.0,145487,2010
Spider-Man: Far from Home,2019,1,0.0,6320628,2019
Spider-Man: Homecoming,2017,3,0.0,2250912,2017
Spider-Man: No Way Home,2021,3,1.0,10872600,2021
Spiderhead,2022,1,0.0,9783600,2022
Spiderhole,2010,3,0.0,1496884,2014
Spies Like Us,1985,1,0.0,90056,2014
Spies in Disguise,2019,3,0.0,5814534,2020
Spiral,2000,3,0.0,244870,2014
Spiral: From the Book of Saw,2021,3,0.0,10342730,2021
Spirit: Stallion of the Cimarron,2002,1,0.0,166813,2011
Spirited Away,2001,3,0.0,245429,2010
Spirited,2022,3,0.0,10999120,2022
Spitfire,1934,3,0.0,25822,2013
Splash,1984,1,0.0,88161,2013
Splendor in the Grass,1961,3,0.0,55471,2013
Splendor,1999,3,0.0,127296,2012
Splice,2009,3,0.0,1017460,2010
Split Second,1992,0,0.0,105459,2016
Split,2016,3,0.0,4972582,2017
Spoorloos,1988,1,0.0,96163,2014
Spotlight,2015,1,0.0,1895587,2016
Spree,2020,3,0.0,11394332,2022
Spring Breakdown,2009,3,0.0,814331,2010
Spring Breakers,2012,3,0.0,2101441,2013
Spring in a Small Town - &amp;#26149;&amp;#20043;&amp;#22478;&amp;#23567;,1948,3,0.0,189219,2022
Spring,2014,0,0.0,3395184,2016
Spun,2002,3,0.0,283003,2013
Sputnik,2020,0,0.0,11905962,2020
Spy Game,2001,1,0.0,266987,2020
Spy Kids 2: Island of Lost Dreams,2002,3,0.0,287717,2011
Spy Kids 3-D: Game Over,2003,3,0.0,338459,2011
Spy Kids,2001,3,0.0,227538,2011
Spy,2015,3,0.0,3079380,2015
St. Trinian&#39;s,2007,3,0.0,964587,2010
St. Vincent,2014,3,0.0,2170593,2015
Stachka,1925,0,0.0,15361,2014
Stage Beauty,2004,2,0.0,368658,2017
Stage Door,1937,3,1.0,29604,2010
Stage Fright,1950,3,0.0,42994,2015
Stagecoach,1939,3,0.0,31971,2009
Stairway to Heaven,1946,0,0.0,38733,2010
Stake Land,2010,1,0.0,1464580,2011
Stalag 17,1953,0,0.0,46359,2010
Stalingrad,2013,1,0.0,1966566,2016
Stalker,1979,1,0.0,79944,2012
Stan &amp; Ollie,2018,3,0.0,3385524,2019
Stand By Me,1986,0,0.0,92005,2010
Stand and Deliver,1988,1,0.0,94027,2022
Standing Ovation,2010,3,0.0,1303803,2013
Star Trek Beyond,2016,1,0.0,2660888,2016
Star Trek Generations,1994,3,0.0,111280,2013
Star Trek III: The Search for Spock,1984,1,0.0,88170,2010
Star Trek IV:  The Voyage Home,1986,3,1.0,92007,2011
Star Trek Into Darkness,2013,1,0.0,1408101,2013
Star Trek V: The Final Frontier,1989,1,0.0,98382,2010
Star Trek VI: The Undiscovered Country,1991,2,1.0,102975,2012
Star Trek: First Contact,1996,3,0.0,117731,2012
Star Trek: Insurrection,1998,3,0.0,120844,2010
Star Trek: The Motion Picture,1979,1,0.0,79945,2010
Star Trek: The Wrath of Khan,1982,3,1.0,84726,2010
Star Wars,1977,1,0.0,76759,2010
Star Wars: Episode I - The Phantom Menace,1999,3,0.0,120915,2010
Star Wars: Episode II - Attack of the Clones,2002,3,1.0,121765,2010
Star Wars: Episode III - Revenge of the Sith,2005,1,1.0,121766,2010
Star Wars: Episode IX - The Rise of Skywalker,2019,3,0.0,2527338,2019
Star Wars: Episode V - The Empire Strikes Back,1980,0,0.0,80684,2010
Star Wars: Episode VI - Return of the Jedi,1983,1,0.0,86190,2010
Star Wars: Revelations,2005,3,0.0,457489,2014
Star Wars: The Clone Wars,2008,1,0.0,1185834,2021
Star Wars: The Force Awakens,2015,3,0.0,2488496,2015
Star Wars: The Last Jedi,2017,3,0.0,2527336,2017
Star!,1968,3,0.0,63642,2011
Stara basn. Kiedy slonce bylo bogiem (An Ancient Tale: When the Sun was God),2003,2,0.0,380726,2010
Starbuck,2011,1,0.0,1756750,2011
Starchaser: The Legend of Orin,1985,1,0.0,90065,2012
Starcrash,1978,3,0.0,79946,2018
Stargate,1994,1,0.0,111282,2010
Stargate: Continuum,2008,1,0.0,929629,2010
Stargate: The Ark of Truth,2008,3,0.0,942903,2010
Stargirl,2020,3,0.0,4858674,2020
Starlet,2012,3,0.0,2035630,2013
Starman,1984,0,0.0,88172,2014
Stars Above,2012,3,0.0,2142955,2013
Starship Troopers 3: Marauder,2008,3,0.0,844760,2008
Starving in Suburbia,2014,3,0.0,3257692,2014
State of Emergency,2011,1,0.0,1705134,2015
State of Play,2009,3,0.0,473705,2014
State of Siege,1972,0,0.0,70959,2017
Stay Tuned,1992,2,0.0,105466,2020
Stay,2005,1,0.0,371257,2018
Steak,2007,0,0.0,889665,2021
Stealing Beauty,1996,3,1.0,117737,2014
Stealth,2005,1,0.0,382992,2013
Steam of Life,2010,0,0.0,1583323,2011
Steam,2007,3,0.0,892100,2011
Steel Magnolias,1989,3,0.0,98384,2010
Steel Magnolias,2012,3,0.0,2328749,2014
Steel,1997,2,0.0,120207,2022
Stella Dallas,1937,3,0.0,29608,2010
Stella Maris,1918,3,0.0,9652,2011
Stella,1990,2,0.0,100691,2014
Step Up 2: The Streets,2008,3,0.0,1023481,2010
Step Up 3D,2010,3,0.0,1193631,2020
Step Up All In,2014,2,0.0,2626350,2015
Step Up Revolution,2012,3,0.0,1800741,2012
Step Up,2006,3,0.0,462590,2017
Stephanie,2017,3,0.0,3829378,2021
Stepmom,1998,3,0.0,120686,2010
Steve Jobs,2015,3,0.0,2080374,2015
Steven Universe: The Movie,2019,3,0.0,10515852,2019
Stick It,2006,3,0.0,430634,2010
Sticky Fingers,1988,3,0.0,96176,2014
Stigmata,1999,3,0.0,145531,2019
Still Alice,2014,3,0.0,3316960,2015
Still Life (Sanxia haoren),2006,2,0.0,859765,2010
Still Life,2013,1,0.0,2395417,2014
Still the Water,2014,3,0.0,3230162,2016
Still waiting,2009,3,0.0,1116186,2010
Stitcher,2015,0,0.0,4858280,2015
Stoker,2013,3,0.0,1682180,2013
Stonehenge Apocalypse,2010,3,0.0,1488598,2012
Stop Mom Theresa!,2004,2,0.0,379071,2018
Stop! Or My Mom Will Shoot,1992,2,0.0,105477,2013
Stories We Tell,2012,3,0.0,2366450,2013
Storks,2016,1,0.0,4624424,2016
Storm of the Century,1999,3,0.0,135659,2014
Storm,2009,3,0.0,768239,2011
Stowaway,2021,3,0.0,9203694,2021
Straight Outta Compton,2015,1,0.0,1398426,2015
Straight Talk,1992,3,0.0,105481,2011
Straight Up,2019,3,0.0,8855960,2020
